Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Brands (product.metafields.custom.brands),Breed Size (product.metafields.custom.breed_size),Categories (product.metafields.custom.categories),Disclaimer (product.metafields.custom.disclaimer),eCategories (product.metafields.custom.ecategories),Feeding Instructions (product.metafields.custom.feeding_instructions),Flavor (product.metafields.custom.flavor6),Frequently Bought together products (product.metafields.custom.frequently_bought_together_products),Guaranteed Analysis (product.metafields.custom.guaranteed_analysis),Ingredients (product.metafields.custom.ingredients),Key Benefits (product.metafields.custom.key_benefits),Life Stages (product.metafields.custom.life_stages),Locations (product.metafields.custom.locations),Manufacturer (product.metafields.custom.manufacturer),Product Badge (product.metafields.custom.product_badge),Product Description (product.metafields.custom.product_description),Solutions (product.metafields.custom.solutions),Special Diet (product.metafields.custom.special_diet),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Status
Muttluks---All-Weather-Black-NS,Muttluks - All Weather Black,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,XX-Large,,,,,,,,AWMLXXLBLK,0,shopify,deny,manual,89.99,,TRUE,TRUE,,,,,779922001586,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,44,TRUE,,,active
Muttluks---All-Weather-Black-NS,Muttluks - All Weather Black,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,XX-Small,,,,,,,,AWMLXXSBLK,0,shopify,deny,manual,64.99,,TRUE,TRUE,,,,,779922001524,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,33,TRUE,,,active
Muttluks---Fleece-Lined-Black-NS,Muttluks - Fleece Lined Black,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,Itty Bitty ,,,,,,,,FLMLIBBLK,0,shopify,deny,manual,65.99,,TRUE,TRUE,,,,,779922000084,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,33,TRUE,,,active
Muttluks---Fleece-Lined-Blue-NS,Muttluks - Fleece Lined Blue,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,Itty Bitty ,,,,,,,,FLMLIBB,0,shopify,deny,manual,64.99,,TRUE,TRUE,,,,,779922001012,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,33,TRUE,,,active
Muttluks---Fleece-Lined-Green-NS,Muttluks - Fleece Lined Green,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,Itty Bitty ,,,,,,,,FLMLIBGR,0,shopify,deny,manual,65.99,,TRUE,TRUE,,,,,779922000213,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,33,TRUE,,,active
Muttluks---Fleece-Lined-Green-NS,Muttluks - Fleece Lined Green,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,Large,,,,,,,,FLMLLGR,0,shopify,deny,manual,75.99,,TRUE,TRUE,,,,,779922000268,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,38.5,TRUE,,,active
Muttluks---Fleece-Lined-Green-NS,Muttluks - Fleece Lined Green,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,Medium,,,,,,,,FLMLMGR,0,shopify,deny,manual,75.99,,TRUE,TRUE,,,,,779922000251,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,38.5,TRUE,,,active
Muttluks---Fleece-Lined-Green-NS,Muttluks - Fleece Lined Green,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,Small,,,,,,,,FLMLSGR,0,shopify,deny,manual,65.99,,TRUE,TRUE,,,,,779922000244,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,33,TRUE,,,active
Muttluks---Fleece-Lined-Green-NS,Muttluks - Fleece Lined Green,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,X-Small,,,,,,,,FLMLXSGR,0,shopify,deny,manual,65.99,,TRUE,TRUE,,,,,779922000237,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,33,TRUE,,,active
Muttluks---Fleece-Lined-Green-NS,Muttluks - Fleece Lined Green,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,XX-Small,,,,,,,,FLMLXXSGR,0,shopify,deny,manual,65.99,,TRUE,TRUE,,,,,779922000220,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,33,TRUE,,,active
Muttluks---Fleece-Lined-Red-NS,Muttluks - Fleece Lined Red,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,Itty Bitty ,,,,,,,,FLMLIBR,0,shopify,deny,manual,65.99,,TRUE,TRUE,,,,,779922000312,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,33,TRUE,,,active
Muttluks---Woof-Walkers-Black-NS,Muttluks - Woof Walkers Black,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,Large,,,,,,,,WWLBLK,0,shopify,deny,manual,39.99,,TRUE,TRUE,,,,,779922000763,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,20,TRUE,,,active
Muttluks---Woof-Walkers-Black-NS,Muttluks - Woof Walkers Black,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,Medium,,,,,,,,WWMBLK,0,shopify,deny,manual,35.99,,TRUE,TRUE,,,,,779922000756,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,18,TRUE,,,active
Muttluks---Woof-Walkers-Black-NS,Muttluks - Woof Walkers Black,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,X-Large,,,,,,,,WWXLBLK,0,shopify,deny,manual,39.99,,TRUE,TRUE,,,,,779922000770,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,20,TRUE,,,active
Muttluks---Woof-Walkers-Black-NS,Muttluks - Woof Walkers Black,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,X-Small,,,,,,,,WWXSBLK,0,shopify,deny,manual,31.99,,TRUE,TRUE,,,,,779922000732,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,16,TRUE,,,active
Natural-Balance---LID---Cat-Green-Pea-&-Venison-NS,Natural Balance - LID - Cat Green Pea & Venison,,Pan Pacific Pet,,Pet Supplies,LaunchNoScans,TRUE,Size,4lb,,,,,,,,236-01478,0,shopify,deny,manual,34.99,,TRUE,TRUE,,,,,723633014786,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Kibble (Dry),,,,,,,,,,,,,,,,,,,,,,,,21.81,TRUE,,,active
Naturally-Fresh---Cat---Quick-Clumping-Litter-NS,Naturally Fresh - Cat - Quick Clumping Litter,,Trueman Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,40lb*,,,,,,,,40459,0,shopify,deny,manual,53.99,,TRUE,TRUE,,,,,750244250029,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Litter,,,,,,,,,,,,,,,,,,,,,,,,37.05,TRUE,,,active
Nature's-Variety---Instinct---LID---Cat-Rabbit-NS,Nature's Variety - Instinct - LID - Cat Rabbit,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,3oz,,,,,,,,79620,0,shopify,deny,manual,3.69,,TRUE,TRUE,,,,,769949607540,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,2.325,TRUE,,,active
Nature's-Variety---Instinct---LID---Cat-Rabbit-NS,Nature's Variety - Instinct - LID - Cat Rabbit,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,5.5oz,,,,,,,,79625,0,shopify,deny,manual,5.99,,TRUE,TRUE,,,,,769949607533,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,3.78,TRUE,,,active
Nature's-Variety---Instinct---LID---Cat-Turkey-NS,Nature's Variety - Instinct - LID - Cat Turkey,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,3oz,,,,,,,,79635,0,shopify,deny,manual,2.79,,TRUE,TRUE,,,,,769949605751,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,1.7625,TRUE,,,active
Nature's-Variety---Instinct---LID---Cat-Turkey-NS,Nature's Variety - Instinct - LID - Cat Turkey,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,5.5oz,,,,,,,,79110,0,shopify,deny,manual,4.09,,TRUE,TRUE,,,,,769949605768,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,2.575,TRUE,,,active
Nature's-Variety---Instinct---LID---Dog-Lamb-NS,Nature's Variety - Instinct - LID - Dog Lamb,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,13.2oz,,,,,,,,79355,0,shopify,deny,manual,8.59,,TRUE,TRUE,,,,,769949605799,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Food >> Dog Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,5.4125,TRUE,,,active
Nature's-Variety---Instinct---Original---Cat-Chicken-NS,Nature's Variety - Instinct - Original - Cat Chicken,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,5.5oz,,,,,,,,79055,0,shopify,deny,manual,3.99,,TRUE,TRUE,,,,,769949607014,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,2.51,TRUE,,,active
Nature's-Variety---Instinct---Original---Cat-Duck-NS,Nature's Variety - Instinct - Original - Cat Duck,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,3oz,,,,,,,,79060,0,shopify,deny,manual,3.19,,TRUE,TRUE,,,,,769949617365,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,2.0125,TRUE,,,active
Nature's-Variety---Instinct---Original---Cat-Lamb-NS,Nature's Variety - Instinct - Original - Cat Lamb,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,3oz,,,,,,,,79070,0,shopify,deny,manual,3.19,,TRUE,TRUE,,,,,769949617266,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,2.0125,TRUE,,,active
Nature's-Variety---Instinct---Original---Cat-Rabbit-NS,Nature's Variety - Instinct - Original - Cat Rabbit,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,3oz,,,,,,,,79080,0,shopify,deny,manual,3.69,,TRUE,TRUE,,,,,769949617464,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,2.325,TRUE,,,active
Nature's-Variety---Instinct---Original---Cat-Salmon-NS,Nature's Variety - Instinct - Original - Cat Salmon,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,3oz,,,,,,,,79090,0,shopify,deny,manual,2.99,,TRUE,TRUE,,,,,769949605928,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,1.875,TRUE,,,active
Nature's-Variety---Instinct---Original---Cat-Salmon-NS,Nature's Variety - Instinct - Original - Cat Salmon,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,5.5oz,,,,,,,,79095,0,shopify,deny,manual,4.49,,TRUE,TRUE,,,,,769949605935,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,2.825,TRUE,,,active
NaturVet---Dog-Hip-Flex-Tabs-Level-3-NS,NaturVet - Dog Hip Flex Tabs Level 3,,Anipet Animal Supplies,,Pet Supplies,LaunchNoScans,TRUE,Size,40ct,,,,,,,,39999,0,shopify,deny,manual,32.99,,TRUE,TRUE,,,,,797801000451,,,,FALSE,,,,,,,,,,,,,,,,Vitamins & Solutions >> Joint,,,,,,,,,,,,,,,,,,,,,,,,18.135,TRUE,,,active
N-Gage---Hydro-Bumper-Jr-Orange-NS,N-Gage - Hydro Bumper Jr Orange,,Trueman Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,,,,,,,,,13118,0,shopify,deny,manual,24.99,,TRUE,TRUE,,,,,810015891469,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Rubber,,,,,,,,,,,,,,,,,,,,,,,,14.65,TRUE,,,active
N-Gage---Jr-Active-Handler-Orange-NS,N-Gage - Jr Active Handler Orange,,Trueman Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,,,,,,,,,13125,0,shopify,deny,manual,21.99,,TRUE,TRUE,,,,,810015891506,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Rubber,,,,,,,,,,,,,,,,,,,,,,,,12.95,TRUE,,,active
Northern-Biscuit---Dog---Mini-Biscuits-Oh-Canada-Mix-NS,Northern Biscuit - Dog - Mini Biscuits Oh Canada Mix,,Trueman Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,450g*,,,,,,,,TMN42418,0,shopify,deny,manual,14.99,,TRUE,TRUE,,,,,622011523271,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Treat >> Dog Biscuits,,,,,,,,,,,,,,,,,,,,,,,,7.43,TRUE,,,active
NPIC-Puppy-Teething-Ring-Chicken-NS,NPIC Puppy Teething Ring Chicken,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,3pk,,,,,,,,611305,0,shopify,deny,manual,8.99,,TRUE,TRUE,,,,,657546113055,,,,FALSE,,,,,,,,,,,,,,,,Dental Care >> Chews & Treats,,,,,,,,,,,,,,,,,,,,,,,,5.34,TRUE,,,active
Nulo---Dog-Freeze-Dried---Raw-Lamb-&-Raspberries-NS,Nulo - Dog Freeze Dried - Raw Lamb & Raspberries,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,18oz*,,,,,,,,26885,0,shopify,deny,manual,67.99,,TRUE,TRUE,,,,,810125290756,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Food >> Dog Freeze Dried Meal,,,,,,,,,,,,,,,,,,,,,,,,37.835,TRUE,,,active
Nulo---Dog-Freeze-Dried---Raw-Lamb-&-Raspberries-NS,Nulo - Dog Freeze Dried - Raw Lamb & Raspberries,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,8oz*,,,,,,,,148PPDL26845,0,shopify,deny,manual,32.99,,TRUE,TRUE,,,,,810125290701,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Food >> Dog Freeze Dried Meal,,,,,,,,,,,,,,,,,,,,,,,,17.185,TRUE,,,active
Nulo---Freestyle---Cat-Chicken-&-Herring-NS,Nulo - Freestyle - Cat Chicken & Herring,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,5.5oz,,,,,,,,165PPDL86382,0,shopify,deny,manual,3.49,,TRUE,TRUE,,,,,810125294488,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,2.065,TRUE,,,active
Nulo---Freestyle---Cat-Duck-&-Tuna-NS,Nulo - Freestyle - Cat Duck & Tuna,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,5.5oz,,,,,,,,166PPDL86383,0,shopify,deny,manual,3.49,,TRUE,TRUE,,,,,810125294495,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,2.065,TRUE,,,active
Nulo---Freestyle---Cat-Grain-Free-Cat-&-Kitten-Chicken-&-Cod-NS,Nulo - Freestyle - Cat Grain Free Cat & Kitten Chicken & Cod,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,12lb,,,,,,,,161PPDL86458,0,shopify,deny,manual,71.99,,TRUE,TRUE,,,,,810125294396,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Kibble (Dry),,,,,,,,,,,,,,,,,,,,,,,,47.3725,TRUE,,,active
Nulo---Freestyle---Cat-Grain-Free-Cat-&-Kitten-Chicken-&-Cod-NS,Nulo - Freestyle - Cat Grain Free Cat & Kitten Chicken & Cod,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,5lb,,,,,,,,160PPDL86407,0,shopify,deny,manual,35.99,,TRUE,TRUE,,,,,810125294389,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Kibble (Dry),,,,,,,,,,,,,,,,,,,,,,,,22.645,TRUE,,,active
Nulo---Freestyle---Cat-Grain-Free-Cat-&-Kitten-Turkey-&-Duck-NS,Nulo - Freestyle - Cat Grain Free Cat & Kitten Turkey & Duck,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,12lb,,,,,,,,163PPDL86459,0,shopify,deny,manual,71.99,,TRUE,TRUE,,,,,810125294419,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Kibble (Dry),,,,,,,,,,,,,,,,,,,,,,,,47.3725,TRUE,,,active
Nulo---Freestyle---Cat-Grain-Free-Cat-&-Kitten-Turkey-&-Duck-NS,Nulo - Freestyle - Cat Grain Free Cat & Kitten Turkey & Duck,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,5lb,,,,,,,,162PPDL86405,0,shopify,deny,manual,35.99,,TRUE,TRUE,,,,,810125294402,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Kibble (Dry),,,,,,,,,,,,,,,,,,,,,,,,22.645,TRUE,,,active
Nulo---Freestyle---Cat-Grain-Free-Hairball-Management-Turkey-&-Cod-NS,Nulo - Freestyle - Cat Grain Free Hairball Management Turkey & Cod,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,12lb,,,,,,,,164PPDL86456,0,shopify,deny,manual,72.99,,TRUE,TRUE,,,,,810125294471,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Kibble (Dry),,,,,,,,,,,,,,,,,,,,,,,,49.4375,TRUE,,,active
Nulo---Freestyle---Cat-Grain-Free-Hairball-Management-Turkey-&-Cod-NS,Nulo - Freestyle - Cat Grain Free Hairball Management Turkey & Cod,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,5lb*,,,,,,,,PDL86406,0,shopify,deny,manual,35.99,,TRUE,TRUE,,,,,811939022380,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Kibble (Dry),,,,,,,,,,,,,,,,,,,,,,,,22.645,TRUE,,,active
Nulo---Freestyle---Cat-Minced-Beef-&-Mack-Gravy-NS,Nulo - Freestyle - Cat Minced Beef & Mack Gravy,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,3oz,,,,,,,,170PPDL86463,0,shopify,deny,manual,2.99,,TRUE,TRUE,,,,,810125294556,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,1.7675,TRUE,,,active
Nulo---Freestyle---Cat-Minced-Turkey-&-Duck-in-Gravy-NS,Nulo - Freestyle - Cat Minced Turkey & Duck in Gravy,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,3oz,,,,,,,,PDL86376,0,shopify,deny,manual,2.99,,TRUE,TRUE,,,,,810125294570,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,1.7675,TRUE,,,active
Nulo---Freestyle---Cat-Salmon-&-Mackerel-NS,Nulo - Freestyle - Cat Salmon & Mackerel,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,12.5oz,,,,,,,,86373,0,shopify,deny,manual,5.29,,TRUE,TRUE,,,,,810125294532,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,3.1325,TRUE,,,active
Nulo---Freestyle---Cat-Salmon-&-Mackerel-NS,Nulo - Freestyle - Cat Salmon & Mackerel,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,5.5oz,,,,,,,,167PPDL86381,0,shopify,deny,manual,3.49,,TRUE,TRUE,,,,,810125294518,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,2.065,TRUE,,,active
Nulo---Freestyle---Cat-Shredded-Chicken-&-Duck-in-Gravy-NS,Nulo - Freestyle - Cat Shredded Chicken & Duck in Gravy,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,3oz,,,,,,,,PDL86375,0,shopify,deny,manual,2.99,,TRUE,TRUE,,,,,810125294594,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,1.7675,TRUE,,,active
Nulo---Freestyle---Cat-Shredded-Turkey-&-Halibut-in-Gravy-NS,Nulo - Freestyle - Cat Shredded Turkey & Halibut in Gravy,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,3oz,,,,,,,,PDL86378,0,shopify,deny,manual,2.99,,TRUE,TRUE,,,,,810125294600,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,1.7675,TRUE,,,active
Nulo---Freestyle---Cat-Trout-&-Salmon-NS,Nulo - Freestyle - Cat Trout & Salmon,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,5.5oz,,,,,,,,PDL86380,0,shopify,deny,manual,3.49,,TRUE,TRUE,,,,,810125294501,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,2.065,TRUE,,,active
Nulo---Freestyle---CatTurkey-&-Chicken-NS,Nulo - Freestyle - CatTurkey & Chicken,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,5.5oz*,,,,,,,,86379,0,shopify,deny,manual,3.49,,TRUE,TRUE,,,,,811939020454,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,2.065,TRUE,,,active
"Nulo---Freestyle---Dog-Chicken,-Carrots-&-Peas-NS","Nulo - Freestyle - Dog Chicken, Carrots & Peas",,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,13oz,,,,,,,,152PPDL86366,0,shopify,deny,manual,5.19,,TRUE,TRUE,,,,,810125294068,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Food >> Dog Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,3.36,TRUE,,,active
Nulo---Freestyle---Dog-Freeze-Dried-Turkey-&-Cranberries-NS,Nulo - Freestyle - Dog Freeze Dried Turkey & Cranberries,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,18oz,,,,,,,,156PPDL26870,0,shopify,deny,manual,67.99,,TRUE,TRUE,,,,,810125294259,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Food >> Dog Freeze Dried Meal,,,,,,,,,,,,,,,,,,,,,,,,37.835,TRUE,,,active
Nulo---Freestyle---Dog-Freeze-Dried-Turkey-&-Cranberries-NS,Nulo - Freestyle - Dog Freeze Dried Turkey & Cranberries,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,8oz,,,,,,,,155PPDL26850,0,shopify,deny,manual,32.99,,TRUE,TRUE,,,,,810125294242,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Food >> Dog Freeze Dried Meal,,,,,,,,,,,,,,,,,,,,,,,,17.185,TRUE,,,active
Nulo---Freestyle---Dog-Freeze-Dried-Turkey-&-Cranberries-NS,Nulo - Freestyle - Dog Freeze Dried Turkey & Cranberries,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,8oz*,,,,,,,,147PPDL26850,0,shopify,deny,manual,32.99,,TRUE,TRUE,,,,,810125290664,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Food >> Dog Freeze Dried Meal,,,,,,,,,,,,,,,,,,,,,,,,17.185,TRUE,,,active
Nulo---Freestyle---Dog-Grain-Free-Adult-Trim-Cod-&-Lentils-NS,Nulo - Freestyle - Dog Grain Free Adult Trim Cod & Lentils,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,4.5lb,,,,,,,,29870,0,shopify,deny,manual,32.99,,TRUE,TRUE,,,,,810125293788,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Food >> Dog Kibble (Dry),,,,,,,,,,,,,,,,,,,,,,,,19.5475,TRUE,,,active
